STATISTIC Label,Month,Consumer Item,UNIT,VALUE
National Average Price,2016 May,Wine - bar (187ml bottle),Euro,5.34
National Average Price,2016 May,Diesel per litre,Euro,1.13
National Average Price,2016 May,Petrol - unleaded per litre,Euro,1.291
National Average Price,2016 May,Cinema fee,Euro,9.234
National Average Price,2016 May,Nightclubs fee,Euro,9.439
National Average Price,2016 May,Gent's dry cut fee,Euro,11.977
National Average Price,2016 May,"Gent's wash, cut, and blow dry fee",Euro,17.724
National Average Price,2016 May,"Ladies' wash, cut and blow dry fee",Euro,38.336
National Average Price,2016 June,"White, self raising flour per 2 kg",Euro,2.348
National Average Price,2016 June,"Brown, wholemeal flour per 2 kg",Euro,3.042
National Average Price,2016 June,"Bread, white sliced pan, large (800g)",Euro,1.28
National Average Price,2016 June,"Bread, brown sliced pan, large (800g)",Euro,1.368
National Average Price,2016 June,Spaghetti per 500g,Euro,1.122
National Average Price,2016 June,Sirloin steak per kg,Euro,16.065
National Average Price,2016 June,Striploin steak per kg,Euro,23.029
National Average Price,2016 June,Roast beef - topside or rib per kg,Euro,12.917
National Average Price,2016 June,Sliced / diced beef pieces per kg,Euro,10.438
National Average Price,2016 June,Pork loin chops per kg,Euro,8.595
National Average Price,2016 June,Pork steak per kg,Euro,8.783
National Average Price,2016 June,Lamb - whole leg / half leg per kg,Euro,12.087
National Average Price,2016 June,Lamb loin chops per kg,Euro,18.212
National Average Price,2016 June,Lamb gigot chops per kg,Euro,12.484
National Average Price,2016 June,Uncooked chicken medium size 1.6kg,Euro,4.853
National Average Price,2016 June,Lamb's liver per kg,Euro,5.888
National Average Price,2016 June,Ham fillet per kg,Euro,5.699
National Average Price,2016 June,Cooked ham per kg,Euro,17.893
National Average Price,2016 June,Best back rashers per kg,Euro,9.688
National Average Price,2016 June,Pork sausages per kg,Euro,5.912
National Average Price,2016 June,Fresh fillet of whiting per kg,Euro,10.615
National Average Price,2016 June,Fresh fillet of cod per kg,Euro,15.475
National Average Price,2016 June,Fresh salmon per kg,Euro,19.887
National Average Price,2016 June,Fresh fillet of plaice per kg,Euro,18.657
National Average Price,2016 June,Fresh hake per kg,Euro,
National Average Price,2016 June,Smoked salmon per kg,Euro,29.358
National Average Price,2016 June,Full fat milk per 2 litre,Euro,1.707
National Average Price,2016 June,Low fat milk per 1 litre,Euro,1.05
National Average Price,2016 June,Irish cheddar per kg,Euro,10.405
National Average Price,2016 June,Large eggs per half dozen,Euro,1.773
National Average Price,2016 June,Medium eggs per half dozen,Euro,1.485
National Average Price,2016 June,Butter per lb,Euro,2.647
National Average Price,2016 June,Grapes per kg,Euro,5.145
National Average Price,2016 June,Bananas per kg,Euro,1.393
National Average Price,2016 June,Tomatoes per kg,Euro,2.949
National Average Price,2016 June,Onions per kg,Euro,1.114
National Average Price,2016 June,Broccoli per kg,Euro,3.184
National Average Price,2016 June,Carrots per kg,Euro,1.275
National Average Price,2016 June,Mushrooms per kg,Euro,4.263
National Average Price,2016 June,Tomatoes tinned per 400g,Euro,0.914
National Average Price,2016 June,Potatoes 2.5 kg,Euro,3.092
National Average Price,2016 June,Potatoes 7.5 kg,Euro,
National Average Price,2016 June,Potatoes 10 kg,Euro,7.495
National Average Price,2016 June,White granulated sugar per 1 kg,Euro,1.277
National Average Price,2016 June,Jam per lb,Euro,1.365
National Average Price,2016 June,Marmalade per lb,Euro,1.847
National Average Price,2016 June,Tea bags per 80,Euro,2.722
National Average Price,2016 June,Orange juice per litre,Euro,1.518
National Average Price,2016 June,Whiskey - take home (70cl bottle),Euro,25.544
National Average Price,2016 June,Brandy - take home (70cl bottle),Euro,30.088
National Average Price,2016 June,Vodka - take home (70cl bottle),Euro,19.256
National Average Price,2016 June,Cream liqueur - take home (70cl bottle),Euro,16.154
National Average Price,2016 June,Wine - take home (75cl bottle),Euro,10.47
National Average Price,2016 June,Cider - take home (50cl can),Euro,2.127
National Average Price,2016 June,Sherry - take home (75cl bottle),Euro,14.665
National Average Price,2016 June,Lager - take home (50cl can),Euro,1.905
National Average Price,2016 June,Stout - take home (50cl can),Euro,2.195
National Average Price,2016 June,Filtered cigarettes per 20 pk,Euro,10.717
National Average Price,2016 June,Stout - draught bar (1 pint),Euro,4.331
National Average Price,2016 June,Lager - draught bar (1 pint),Euro,4.712
National Average Price,2016 June,Lager - bar (33cl bottle),Euro,4.636
National Average Price,2016 June,Cider - draught bar (1 pint),Euro,4.794
National Average Price,2016 June,Ale - draught bar (1 pint),Euro,4.388
National Average Price,2016 June,Cider - bar (33cl bottle),Euro,4.768
National Average Price,2016 June,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.313
National Average Price,2016 June,Whiskey - bar (single) per ½ glass,Euro,4.132
National Average Price,2016 June,Brandy - bar (single) per ½ glass,Euro,4.634
National Average Price,2016 June,Vodka - bar (single) per ½ glass,Euro,4.167
National Average Price,2016 June,Wine - bar (187ml bottle),Euro,5.353
National Average Price,2016 June,Diesel per litre,Euro,1.173
National Average Price,2016 June,Petrol - unleaded per litre,Euro,1.329
National Average Price,2016 June,Cinema fee,Euro,9.216
National Average Price,2016 June,Nightclubs fee,Euro,9.477
National Average Price,2016 June,Gent's dry cut fee,Euro,11.984
National Average Price,2016 June,"Gent's wash, cut, and blow dry fee",Euro,17.732
National Average Price,2016 June,"Ladies' wash, cut and blow dry fee",Euro,38.728
National Average Price,2016 July,"White, self raising flour per 2 kg",Euro,2.422
National Average Price,2016 July,"Brown, wholemeal flour per 2 kg",Euro,3.023
National Average Price,2016 July,"Bread, white sliced pan, large (800g)",Euro,1.291
National Average Price,2016 July,"Bread, brown sliced pan, large (800g)",Euro,1.358
National Average Price,2016 July,Spaghetti per 500g,Euro,1.102
National Average Price,2016 July,Sirloin steak per kg,Euro,15.029
National Average Price,2016 July,Striploin steak per kg,Euro,21.12
National Average Price,2016 July,Roast beef - topside or rib per kg,Euro,13.755
National Average Price,2016 July,Sliced / diced beef pieces per kg,Euro,10.637
National Average Price,2016 July,Pork loin chops per kg,Euro,7.642
National Average Price,2016 July,Pork steak per kg,Euro,8.872
National Average Price,2016 July,Lamb - whole leg / half leg per kg,Euro,11.675
National Average Price,2016 July,Lamb loin chops per kg,Euro,18.142
National Average Price,2016 July,Lamb gigot chops per kg,Euro,12.525
National Average Price,2016 July,Uncooked chicken medium size 1.6kg,Euro,4.873
National Average Price,2016 July,Lamb's liver per kg,Euro,5.855
National Average Price,2016 July,Ham fillet per kg,Euro,5.79
National Average Price,2016 July,Cooked ham per kg,Euro,17.597
National Average Price,2016 July,Best back rashers per kg,Euro,9.999
National Average Price,2016 July,Pork sausages per kg,Euro,5.976
National Average Price,2016 July,Fresh fillet of whiting per kg,Euro,11.046
National Average Price,2016 July,Fresh fillet of cod per kg,Euro,14.863
National Average Price,2016 July,Fresh salmon per kg,Euro,20.613
National Average Price,2016 July,Fresh fillet of plaice per kg,Euro,19.386
National Average Price,2016 July,Fresh hake per kg,Euro,
National Average Price,2016 July,Smoked salmon per kg,Euro,29.726
National Average Price,2016 July,Full fat milk per 2 litre,Euro,1.705
National Average Price,2016 July,Low fat milk per 1 litre,Euro,1.052
National Average Price,2016 July,Irish cheddar per kg,Euro,10.399
National Average Price,2016 July,Large eggs per half dozen,Euro,1.772
National Average Price,2016 July,Medium eggs per half dozen,Euro,1.483
National Average Price,2016 July,Butter per lb,Euro,2.661
National Average Price,2016 July,Grapes per kg,Euro,5.132
National Average Price,2016 July,Bananas per kg,Euro,1.399
National Average Price,2016 July,Tomatoes per kg,Euro,2.918
National Average Price,2016 July,Onions per kg,Euro,1.134
National Average Price,2016 July,Broccoli per kg,Euro,3.121
National Average Price,2016 July,Carrots per kg,Euro,1.311
National Average Price,2016 July,Mushrooms per kg,Euro,4.071
National Average Price,2016 July,Tomatoes tinned per 400g,Euro,0.871
National Average Price,2016 July,Potatoes 2.5 kg,Euro,3.299
National Average Price,2016 July,Potatoes 7.5 kg,Euro,
National Average Price,2016 July,Potatoes 10 kg,Euro,7.716
National Average Price,2016 July,White granulated sugar per 1 kg,Euro,1.283
National Average Price,2016 July,Jam per lb,Euro,1.324
National Average Price,2016 July,Marmalade per lb,Euro,1.958
National Average Price,2016 July,Tea bags per 80,Euro,2.773
National Average Price,2016 July,Orange juice per litre,Euro,1.495
National Average Price,2016 July,Whiskey - take home (70cl bottle),Euro,25.753
National Average Price,2016 July,Brandy - take home (70cl bottle),Euro,30.914
National Average Price,2016 July,Vodka - take home (70cl bottle),Euro,19.214
National Average Price,2016 July,Cream liqueur - take home (70cl bottle),Euro,16.21
National Average Price,2016 July,Wine - take home (75cl bottle),Euro,10.359
National Average Price,2016 July,Cider - take home (50cl can),Euro,2.13
National Average Price,2016 July,Sherry - take home (75cl bottle),Euro,14.991
National Average Price,2016 July,Lager - take home (50cl can),Euro,1.9
National Average Price,2016 July,Stout - take home (50cl can),Euro,2.193
National Average Price,2016 July,Filtered cigarettes per 20 pk,Euro,10.734
National Average Price,2016 July,Stout - draught bar (1 pint),Euro,4.333
National Average Price,2016 July,Lager - draught bar (1 pint),Euro,4.712
National Average Price,2016 July,Lager - bar (33cl bottle),Euro,4.636
National Average Price,2016 July,Cider - draught bar (1 pint),Euro,4.796
National Average Price,2016 July,Ale - draught bar (1 pint),Euro,4.394
National Average Price,2016 July,Cider - bar (33cl bottle),Euro,4.765
National Average Price,2016 July,Flavoured alcoholic drink - bar (275ml bottle),Euro,5.321
National Average Price,2016 July,Whiskey - bar (single) per ½ glass,Euro,4.132
National Average Price,2016 July,Brandy - bar (single) per ½ glass,Euro,4.635
National Average Price,2016 July,Vodka - bar (single) per ½ glass,Euro,4.168
National Average Price,2016 July,Wine - bar (187ml bottle),Euro,5.349
National Average Price,2016 July,Diesel per litre,Euro,1.163
National Average Price,2016 July,Petrol - unleaded per litre,Euro,1.313
National Average Price,2016 July,Cinema fee,Euro,9.198
National Average Price,2016 July,Nightclubs fee,Euro,9.477
National Average Price,2016 July,Gent's dry cut fee,Euro,11.969
National Average Price,2016 July,"Gent's wash, cut, and blow dry fee",Euro,17.704
National Average Price,2016 July,"Ladies' wash, cut and blow dry fee",Euro,38.643
National Average Price,2016 August,"White, self raising flour per 2 kg",Euro,2.424
National Average Price,2016 August,"Brown, wholemeal flour per 2 kg",Euro,3.035
National Average Price,2016 August,"Bread, white sliced pan, large (800g)",Euro,1.28
National Average Price,2016 August,"Bread, brown sliced pan, large (800g)",Euro,1.371
National Average Price,2016 August,Spaghetti per 500g,Euro,1.109
National Average Price,2016 August,Sirloin steak per kg,Euro,15.456
National Average Price,2016 August,Striploin steak per kg,Euro,23.219
National Average Price,2016 August,Roast beef - topside or rib per kg,Euro,13.152
National Average Price,2016 August,Sliced / diced beef pieces per kg,Euro,10.598
National Average Price,2016 August,Pork loin chops per kg,Euro,8.055
National Average Price,2016 August,Pork steak per kg,Euro,8.633
National Average Price,2016 August,Lamb - whole leg / half leg per kg,Euro,11.133
National Average Price,2016 August,Lamb loin chops per kg,Euro,17.863
National Average Price,2016 August,Lamb gigot chops per kg,Euro,12.513
National Average Price,2016 August,Uncooked chicken medium size 1.6kg,Euro,4.882
National Average Price,2016 August,Lamb's liver per kg,Euro,5.818
National Average Price,2016 August,Ham fillet per kg,Euro,5.757
National Average Price,2016 August,Cooked ham per kg,Euro,17.539
National Average Price,2016 August,Best back rashers per kg,Euro,9.875
National Average Price,2016 August,Pork sausages per kg,Euro,5.944
National Average Price,2016 August,Fresh fillet of whiting per kg,Euro,10.948
National Average Price,2016 August,Fresh fillet of cod per kg,Euro,17.09
National Average Price,2016 August,Fresh salmon per kg,Euro,20.831
National Average Price,2016 August,Fresh fillet of plaice per kg,Euro,18.472
National Average Price,2016 August,Fresh hake per kg,Euro,
National Average Price,2016 August,Smoked salmon per kg,Euro,29.638
National Average Price,2016 August,Full fat milk per 2 litre,Euro,1.707
National Average Price,2016 August,Low fat milk per 1 litre,Euro,1.057
National Average Price,2016 August,Irish cheddar per kg,Euro,10.095
National Average Price,2016 August,Large eggs per half dozen,Euro,1.773
National Average Price,2016 August,Medium eggs per half dozen,Euro,1.493
National Average Price,2016 August,Butter per lb,Euro,2.655
National Average Price,2016 August,Grapes per kg,Euro,5.107
National Average Price,2016 August,Bananas per kg,Euro,1.405
